Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
Tetris,40.3,All Ages,53.12,PlayStation,Yes,Capcom,Square Enix,2010,Shooter,No,48.6,Medium,Excellent,Poor,"Solid game, but the graphics could be better.",Offline,3
Just Dance 2024,25,All Ages,26.94,Mobile,No,EA Sports,Epic Games,2019,Action,Yes,40,Low,Good,Average,"Disappointing game, but too many bugs.",Online,4
The Witcher 3: Wild Hunt,25.6,All Ages,28.94,PlayStation,Yes,CD Projekt Red,Capcom,2019,Shooter,No,39,Ultra,Good,Poor,"Great game, but too many bugs.",Offline,8
Stardew Valley,40.5,Kids,51.71,PC,Yes,Capcom,Valve,2023,Party,Yes,46.7,Low,Good,Poor,"Amazing game, but too many bugs.",Offline,10
Street Fighter V,25.7,Teens,47.79,Xbox,Yes,Bungie,Capcom,2010,Party,No,6.5,High,Average,Average,"Disappointing game, but too many bugs.",Online,2
Cuphead,44,Kids,59.91,Mobile,No,CD Projekt Red,Take-Two Interactive,2015,Action,No,48,High,Good,Excellent,"Solid game, but too many bugs.",Online,3
The Witcher 3: Wild Hunt,25,Adults,46.33,Mobile,No,Valve,Epic Games,2019,Simulation,Yes,5.1,Low,Average,Average,"Amazing game, but too many bugs.",Offline,6
1000-Piece Puzzle,21.2,Kids,32.15,PlayStation,Yes,Capcom,Activision,2018,Shooter,No,21.5,Medium,Average,Good,"Great game, but the gameplay is amazing.",Online,1
Pillars of Eternity II: Deadfire,31.4,Kids,40.5,Nintendo Switch,No,Innersloth,Innersloth,2017,Puzzle,No,36,Medium,Excellent,Good,"Amazing game, but too many bugs.",Offline,1
Tetris,29.5,Adults,39.79,Mobile,Yes,Rockstar Games,Electronic Arts,2018,Sports,Yes,28.2,Low,Good,Average,"Great game, but the graphics could be better.",Online,5
Overwatch 2,23.5,Adults,23.2,Xbox,Yes,Bungie,Activision,2010,Adventure,Yes,44.9,Ultra,Excellent,Good,"Solid game, but the gameplay is amazing.",Online,1
Pillars of Eternity II: Deadfire,33.7,All Ages,59.39,PC,No,Epic Games,Activision,2023,Shooter,Yes,15.4,Low,Good,Excellent,"Disappointing game, but too many bugs.",Offline,3
Portal 2,18.5,Teens,29.84,PlayStation,No,Bungie,Nintendo,2012,Sports,Yes,6.9,Low,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Offline,8
Street Fighter V,27.6,Teens,51.39,Mobile,No,Innersloth,Capcom,2012,Party,Yes,11.7,High,Good,Average,"Solid game, but too many bugs.",Offline,2
Minecraft,37,Adults,53.41,Mobile,No,EA Sports,Activision,2021,Fighting,Yes,37.5,Medium,Excellent,Good,"Great game, but the graphics could be better.",Offline,10
Portal 2,43.1,Teens,52.64,PC,No,Rockstar Games,Epic Games,2019,Party,Yes,51.1,Ultra,Good,Excellent,"Solid game, but the graphics could be better.",Online,6
Super Smash Bros. Ultimate,30.9,Teens,34.23,Nintendo Switch,No,Epic Games,Activision,2014,Sports,Yes,43.4,High,Poor,Good,"Great game, but too many bugs.",Offline,1
League of Legends,41.1,Adults,51.69,Mobile,No,Bungie,Square Enix,2012,Puzzle,No,51.2,Medium,Excellent,Excellent,"Solid game, but too many bugs.",Online,8
Halo Infinite,36.3,All Ages,55.35,PlayStation,Yes,Innersloth,Take-Two Interactive,2019,Puzzle,No,27.8,High,Good,Good,"Solid game, but too many bugs.",Offline,6
Portal 2,34.3,Kids,30.55,Nintendo Switch,No,Epic Games,Nintendo,2014,Puzzle,No,59,Medium,Poor,Excellent,"Solid game, but too many bugs.",Online,5
Tomb Raider (2013),33,All Ages,28.85,PlayStation,Yes,EA Sports,Valve,2013,Fighting,Yes,59.3,High,Poor,Good,"Amazing game, but too many bugs.",Online,1
Minecraft,32.8,Kids,52.78,PlayStation,Yes,Epic Games,Square Enix,2014,Simulation,No,22.7,Low,Poor,Excellent,"Great game, but too many bugs.",Offline,4
Overwatch 2,34.4,Teens,45.15,Nintendo Switch,Yes,Capcom,Nintendo,2010,Adventure,Yes,34.4,Ultra,Good,Good,"Disappointing game, but the gameplay is amazing.",Online,3
1000-Piece Puzzle,28,Teens,36.17,Mobile,No,Capcom,Valve,2018,Fighting,No,27.9,Medium,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,1
Pillars of Eternity II: Deadfire,38.2,Kids,46.21,PlayStation,Yes,Valve,Innersloth,2017,Action,No,45.3,Medium,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Online,4
Red Dead Redemption 2,22.1,Kids,26.84,Xbox,No,Bungie,Epic Games,2016,Strategy,Yes,24.7,Medium,Good,Average,"Great game, but the graphics could be better.",Offline,1
Counter-Strike: Global Offensive,37.4,Adults,52.8,Mobile,Yes,Nintendo,Capcom,2011,Adventure,Yes,34.4,High,Poor,Average,"Great game, but the gameplay is amazing.",Online,5
Tomb Raider (2013),34.1,All Ages,49.54,Nintendo Switch,No,Epic Games,Square Enix,2020,Puzzle,No,28.2,Low,Poor,Good,"Disappointing game, but the gameplay is amazing.",Online,4
Pillars of Eternity II: Deadfire,19.8,Teens,22.57,Mobile,No,Game Freak,Valve,2018,Shooter,No,29.4,Ultra,Poor,Excellent,"Great game, but the graphics could be better.",Offline,3
Cuphead,25.9,Adults,28.85,Nintendo Switch,No,EA Sports,Epic Games,2016,RPG,No,37.2,High,Poor,Good,"Great game, but too many bugs.",Online,8
Tetris,44,Teens,58.48,PC,No,EA Sports,Nintendo,2011,Fighting,Yes,52.3,High,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Online,1
Pillars of Eternity II: Deadfire,39.2,Teens,50.55,Nintendo Switch,No,EA Sports,Epic Games,2018,Shooter,No,49.6,Low,Average,Excellent,"Amazing game, but the graphics could be better.",Online,5
Kingdom Hearts III,45.1,All Ages,57.92,Xbox,Yes,Rockstar Games,Epic Games,2010,Fighting,Yes,55.9,Low,Poor,Poor,"Great game, but too many bugs.",Offline,7
Hades,42.9,Kids,54.95,PC,No,Innersloth,Electronic Arts,2014,Adventure,No,54.4,Medium,Good,Good,"Solid game, but too many bugs.",Online,3
Pokémon Scarlet & Violet,31,All Ages,35.25,Xbox,Yes,Nintendo,Activision,2023,Adventure,No,42.8,Ultra,Excellent,Average,"Amazing game, but the gameplay is amazing.",Online,3
Stardew Valley,36,Kids,54.12,Nintendo Switch,Yes,Valve,Activision,2017,Puzzle,No,25.5,Low,Average,Average,"Amazing game, but the gameplay is amazing.",Offline,2
Minecraft,30.4,Kids,54.82,Nintendo Switch,No,Bungie,Square Enix,2013,Puzzle,No,12,Ultra,Good,Excellent,"Great game, but the gameplay is amazing.",Offline,8
Tekken 7,39,All Ages,57.68,PC,Yes,Innersloth,Take-Two Interactive,2019,Simulation,No,30.4,Low,Average,Poor,"Disappointing game, but the graphics could be better.",Online,8
Just Dance 2024,27.6,Kids,22.09,Xbox,Yes,Game Freak,Electronic Arts,2023,Shooter,No,52.8,High,Good,Poor,"Amazing game, but the graphics could be better.",Offline,8
The Elder Scrolls V: Skyrim,14.8,All Ages,20.25,PC,Yes,Epic Games,Electronic Arts,2023,Action,No,19,Ultra,Poor,Poor,"Solid game, but the gameplay is amazing.",Offline,1
Kingdom Hearts III,37.3,Adults,38.01,Mobile,No,Rockstar Games,Square Enix,2019,Sports,Yes,56.7,Medium,Average,Excellent,"Disappointing game, but the gameplay is amazing.",Online,6
Pillars of Eternity II: Deadfire,40.5,Kids,59.95,PC,Yes,Innersloth,Nintendo,2022,Sports,No,33.6,Medium,Excellent,Poor,"Great game, but the graphics could be better.",Online,6
Half-Life: Alyx,29,All Ages,36.13,Mobile,No,Rockstar Games,Electronic Arts,2018,Strategy,No,30,Low,Average,Average,"Amazing game, but the gameplay is amazing.",Offline,7
Animal Crossing: New Horizons,28.7,Teens,42.74,PlayStation,No,Valve,Square Enix,2010,RPG,Yes,24.5,Low,Good,Average,"Disappointing game, but too many bugs.",Offline,5
The Legend of Zelda: Breath of the Wild,14.3,All Ages,25.63,PlayStation,Yes,Nintendo,Valve,2012,Party,No,10.4,Ultra,Average,Poor,"Amazing game, but the gameplay is amazing.",Online,1
Stardew Valley,27.3,All Ages,35.67,Nintendo Switch,No,Innersloth,Activision,2011,Sports,No,37.4,Low,Good,Average,"Great game, but the graphics could be better.",Online,4
Grand Theft Auto V,21.7,Adults,29.27,PC,Yes,EA Sports,Electronic Arts,2022,Puzzle,No,21.9,Ultra,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,2
Spelunky 2,41.3,Teens,50.71,Xbox,No,Nintendo,Electronic Arts,2014,RPG,No,53.5,Ultra,Excellent,Excellent,"Amazing game, but the graphics could be better.",Offline,3
Bioshock Infinite,24.1,Teens,33.47,Xbox,Yes,CD Projekt Red,Valve,2010,Party,No,27.3,Low,Poor,Excellent,"Solid game, but the graphics could be better.",Offline,8
Fall Guys,29.4,Kids,50.21,Xbox,Yes,Bungie,Epic Games,2014,RPG,No,17.3,Medium,Excellent,Poor,"Solid game, but the gameplay is amazing.",Offline,7
Super Mario Odyssey,28.2,Teens,21.48,PC,Yes,Rockstar Games,Valve,2018,RPG,Yes,55.9,Low,Poor,Poor,"Solid game, but too many bugs.",Offline,8
Red Dead Redemption 2,32,Kids,54.27,Nintendo Switch,Yes,Valve,Valve,2022,Strategy,Yes,21.4,Medium,Good,Good,"Great game, but the graphics could be better.",Offline,2
Bioshock Infinite,27.9,All Ages,30.7,Nintendo Switch,No,Valve,Nintendo,2015,Puzzle,No,43.6,Ultra,Excellent,Excellent,"Solid game, but the graphics could be better.",Offline,3
The Witcher 3: Wild Hunt,27.7,All Ages,46.65,Xbox,No,Epic Games,Electronic Arts,2020,Strategy,No,15.3,Ultra,Excellent,Excellent,"Amazing game, but too many bugs.",Online,7
Ghost of Tsushima,28.7,Adults,33.18,PC,Yes,Rockstar Games,Nintendo,2013,Shooter,Yes,41.8,Medium,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,8
The Elder Scrolls V: Skyrim,22.6,Adults,29.68,PC,Yes,Innersloth,Take-Two Interactive,2016,Fighting,No,31.5,Low,Excellent,Poor,"Amazing game, but too many bugs.",Online,2
Just Dance 2024,38.7,All Ages,41.32,Mobile,Yes,Capcom,Capcom,2015,Simulation,Yes,54,Ultra,Average,Excellent,"Great game, but the graphics could be better.",Offline,6
Super Smash Bros. Ultimate,38,All Ages,55.38,PlayStation,Yes,Innersloth,Epic Games,2011,Sports,No,30.1,Medium,Good,Average,"Disappointing game, but too many bugs.",Offline,10
Tetris,35,Adults,53.82,Mobile,No,Epic Games,Epic Games,2018,Fighting,Yes,23,Low,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,2
Hades,30.5,All Ages,30.38,Nintendo Switch,Yes,Innersloth,Valve,2022,Action,No,53,Medium,Good,Excellent,"Amazing game, but too many bugs.",Online,5
Tetris,16.9,All Ages,22.5,Nintendo Switch,Yes,Bungie,Valve,2017,Adventure,Yes,18.7,Medium,Average,Average,"Solid game, but too many bugs.",Online,6
The Elder Scrolls V: Skyrim,25.7,Kids,48.4,Xbox,Yes,Game Freak,Activision,2016,Action,Yes,9,High,Good,Excellent,"Amazing game, but the graphics could be better.",Offline,2
Spelunky 2,24.7,Adults,40.63,Nintendo Switch,Yes,Rockstar Games,Electronic Arts,2020,Party,No,13.7,Medium,Poor,Poor,"Solid game, but the graphics could be better.",Online,3
Grand Theft Auto V,37.5,All Ages,52.95,Mobile,No,Valve,Activision,2022,Party,No,32.9,Low,Good,Poor,"Solid game, but the graphics could be better.",Online,3
Grand Theft Auto V,32.3,Kids,45.34,Mobile,Yes,CD Projekt Red,Innersloth,2022,Strategy,No,27.7,High,Excellent,Excellent,"Great game, but too many bugs.",Offline,8
Animal Crossing: New Horizons,34.8,Kids,32.12,PC,Yes,Valve,Activision,2011,RPG,No,56.1,High,Average,Poor,"Amazing game, but the graphics could be better.",Online,6
The Witcher 3: Wild Hunt,19,All Ages,26.21,PC,No,Game Freak,Take-Two Interactive,2022,Party,Yes,17.2,Medium,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Online,10
Fall Guys,38.8,Adults,44.92,Nintendo Switch,No,Bungie,Electronic Arts,2014,Strategy,Yes,50.2,Medium,Poor,Excellent,"Disappointing game, but the gameplay is amazing.",Online,1
Tekken 7,18.3,Teens,25.82,PC,Yes,Capcom,Electronic Arts,2012,Strategy,No,15.2,Medium,Good,Poor,"Amazing game, but too many bugs.",Online,3
Pokémon Scarlet & Violet,22.8,Teens,21.85,Xbox,Yes,CD Projekt Red,Activision,2010,Party,Yes,40.1,Ultra,Good,Average,"Disappointing game, but the graphics could be better.",Online,2
Mario Kart 8 Deluxe,25.9,Teens,43.58,Mobile,Yes,Valve,Activision,2012,Fighting,Yes,17,High,Good,Good,"Solid game, but too many bugs.",Offline,4
Red Dead Redemption 2,34.8,Teens,43.96,Mobile,Yes,Valve,Activision,2019,Adventure,Yes,46,High,Excellent,Excellent,"Solid game, but too many bugs.",Online,6
Among Us,19.6,Adults,31.19,PlayStation,No,Rockstar Games,Epic Games,2011,Adventure,No,13.3,High,Good,Average,"Great game, but the gameplay is amazing.",Offline,6
Red Dead Redemption 2,20.4,Adults,29.08,PlayStation,No,Valve,Electronic Arts,2017,Puzzle,Yes,13.5,Ultra,Average,Good,"Disappointing game, but the gameplay is amazing.",Online,7
Tomb Raider (2013),32.3,Adults,56.47,Nintendo Switch,Yes,Bungie,Valve,2012,Adventure,Yes,12.4,Ultra,Good,Excellent,"Solid game, but the gameplay is amazing.",Offline,10
Fall Guys,36.4,Kids,36.34,PC,Yes,EA Sports,Nintendo,2014,Party,Yes,57.8,Medium,Good,Good,"Great game, but the graphics could be better.",Offline,7
Tetris,33.1,Adults,51.81,Mobile,No,Game Freak,Square Enix,2018,Adventure,No,18.5,Ultra,Good,Excellent,"Disappointing game, but too many bugs.",Online,4
Spelunky 2,40.9,Adults,45.19,PC,No,Rockstar Games,Square Enix,2012,RPG,Yes,55.5,Medium,Poor,Poor,"Great game, but too many bugs.",Offline,4
Mario Kart 8 Deluxe,27.3,All Ages,35.26,Xbox,No,Capcom,Innersloth,2010,Simulation,Yes,26.5,High,Poor,Poor,"Great game, but the graphics could be better.",Online,3
Counter-Strike: Global Offensive,36.8,Adults,47.34,Nintendo Switch,No,Bungie,Innersloth,2016,Adventure,Yes,39.3,Medium,Good,Average,"Great game, but too many bugs.",Offline,5
Half-Life: Alyx,25.4,Kids,35.83,Mobile,Yes,Capcom,Innersloth,2023,Puzzle,No,29.5,Low,Excellent,Good,"Disappointing game, but the graphics could be better.",Offline,10
FIFA 24,21.8,Teens,43.77,PC,No,Capcom,Electronic Arts,2023,Shooter,No,5.3,Ultra,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Online,4
Pokémon Scarlet & Violet,28.5,Kids,38.1,Nintendo Switch,No,Rockstar Games,Activision,2011,Strategy,No,32.1,Low,Excellent,Excellent,"Great game, but too many bugs.",Offline,2
Overwatch 2,30.4,Adults,30.5,Xbox,No,Nintendo,Epic Games,2023,Sports,No,49.3,High,Average,Poor,"Disappointing game, but the gameplay is amazing.",Online,5
Halo Infinite,31.9,Adults,53.46,PC,Yes,Bungie,Capcom,2012,Adventure,No,15.1,Medium,Good,Poor,"Disappointing game, but too many bugs.",Online,6
Hitman 3,38.8,Kids,52.82,PC,Yes,CD Projekt Red,Nintendo,2013,Strategy,Yes,37.4,Low,Excellent,Good,"Disappointing game, but too many bugs.",Offline,10
Just Dance 2024,43.4,All Ages,55.96,Mobile,Yes,Capcom,Take-Two Interactive,2014,Shooter,No,51,Ultra,Good,Poor,"Disappointing game, but the graphics could be better.",Offline,10
Overwatch 2,28.8,Kids,44.38,Xbox,No,Rockstar Games,Capcom,2015,Adventure,No,23.2,Medium,Average,Average,"Disappointing game, but the gameplay is amazing.",Offline,8
Stardew Valley,34.7,Teens,37.92,Nintendo Switch,No,Epic Games,Capcom,2023,Adventure,Yes,53.3,Medium,Excellent,Excellent,"Disappointing game, but the graphics could be better.",Online,2
Rocket League,28.5,Teens,22.54,Mobile,Yes,CD Projekt Red,Epic Games,2015,Action,No,59.2,Medium,Poor,Excellent,"Solid game, but the graphics could be better.",Offline,3
Fall Guys,24.6,Teens,35.78,Nintendo Switch,No,Nintendo,Valve,2015,Action,No,26.6,High,Poor,Good,"Great game, but the gameplay is amazing.",Offline,4
Hitman 3,31.8,All Ages,31.44,Nintendo Switch,Yes,EA Sports,Valve,2020,Party,Yes,47.2,Low,Good,Poor,"Amazing game, but the graphics could be better.",Online,1
Minecraft,29.2,Teens,48.08,Mobile,No,Valve,Square Enix,2021,Party,Yes,11.8,Medium,Average,Good,"Amazing game, but the graphics could be better.",Online,6
Hades,38.5,Kids,54.7,PlayStation,Yes,CD Projekt Red,Valve,2013,RPG,Yes,35.3,Medium,Excellent,Good,"Great game, but too many bugs.",Online,7
Kingdom Hearts III,32.8,Adults,55.62,Xbox,No,Bungie,Valve,2015,Party,Yes,20.9,High,Average,Poor,"Solid game, but the graphics could be better.",Online,10
Tetris,32.9,Kids,48.51,PC,No,Innersloth,Activision,2010,Sports,Yes,32.8,Medium,Good,Good,"Great game, but the graphics could be better.",Online,2
Animal Crossing: New Horizons,30.8,All Ages,28.49,Xbox,No,Valve,Electronic Arts,2019,Fighting,Yes,54.4,Low,Good,Average,"Solid game, but the gameplay is amazing.",Offline,3
The Witcher 3: Wild Hunt,32.1,Kids,55.02,Xbox,Yes,Bungie,Activision,2011,Party,Yes,9.3,Ultra,Poor,Good,"Solid game, but too many bugs.",Online,1
Rocket League,26.1,Teens,47.9,PC,No,Capcom,Valve,2017,Action,No,11,High,Good,Poor,"Great game, but too many bugs.",Online,10
Bioshock Infinite,23.8,Kids,26.77,PC,No,Innersloth,Capcom,2014,Sports,Yes,37.8,High,Excellent,Good,"Amazing game, but the graphics could be better.",Online,4
FIFA 24,23.6,Adults,31.86,Xbox,Yes,Valve,Take-Two Interactive,2015,Action,Yes,27,Medium,Good,Excellent,"Disappointing game, but the graphics could be better.",Online,10
The Sims 4,35.1,Kids,39.73,PC,Yes,Innersloth,Valve,2013,Action,No,48.1,Low,Good,Good,"Amazing game, but the gameplay is amazing.",Online,2
The Elder Scrolls V: Skyrim,30.6,Kids,45.37,Mobile,Yes,Capcom,Activision,2021,Sports,Yes,28.2,High,Good,Poor,"Amazing game, but the graphics could be better.",Online,1
Super Smash Bros. Ultimate,37.4,Adults,43.71,PC,No,Capcom,Valve,2013,Strategy,No,58,Low,Excellent,Good,"Amazing game, but the graphics could be better.",Offline,10
Fortnite,28.3,Kids,23.99,Xbox,No,Nintendo,Square Enix,2014,Action,No,57.4,High,Good,Excellent,"Amazing game, but the graphics could be better.",Online,10
Tomb Raider (2013),44.9,All Ages,55.13,PlayStation,No,Game Freak,Valve,2022,Strategy,No,51.2,High,Average,Excellent,"Great game, but too many bugs.",Online,3
Pillars of Eternity II: Deadfire,40.2,All Ages,55.78,PC,No,Capcom,Activision,2023,Fighting,No,44.6,Low,Excellent,Good,"Disappointing game, but too many bugs.",Online,8
The Legend of Zelda: Breath of the Wild,30.1,Adults,40.37,PC,Yes,Valve,Activision,2014,Shooter,No,34.5,Low,Excellent,Good,"Amazing game, but the gameplay is amazing.",Offline,7
Super Mario Odyssey,14.1,All Ages,27.09,Nintendo Switch,No,Rockstar Games,Square Enix,2011,Party,No,6,Low,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Offline,8
Grand Theft Auto V,23.1,All Ages,25.9,PlayStation,Yes,Capcom,Valve,2011,Strategy,No,27.9,Low,Good,Average,"Disappointing game, but the graphics could be better.",Online,10
Rocket League,27.5,All Ages,33.63,Xbox,Yes,Game Freak,Nintendo,2021,Party,Yes,33.2,Low,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,4
Tetris,27.3,All Ages,51.94,PC,No,Valve,Epic Games,2014,Puzzle,Yes,10.5,Low,Poor,Average,"Amazing game, but too many bugs.",Offline,5
Half-Life: Alyx,32.9,All Ages,52.23,Nintendo Switch,No,CD Projekt Red,Activision,2021,Adventure,Yes,23.2,Medium,Excellent,Average,"Disappointing game, but too many bugs.",Online,3
Kingdom Hearts III,25.2,Teens,23.17,Nintendo Switch,No,Innersloth,Square Enix,2017,Puzzle,Yes,47.4,High,Excellent,Excellent,"Great game, but too many bugs.",Online,10
The Sims 4,16.2,Teens,23.9,PlayStation,No,Epic Games,Epic Games,2012,Adventure,Yes,10.8,Low,Excellent,Excellent,"Disappointing game, but too many bugs.",Offline,1
League of Legends,35.2,Teens,59.64,Xbox,Yes,Nintendo,Capcom,2014,Action,No,17.1,Ultra,Average,Excellent,"Great game, but too many bugs.",Offline,5
Portal 2,23.3,Teens,41.53,Xbox,Yes,Rockstar Games,Take-Two Interactive,2010,Puzzle,Yes,6.3,High,Poor,Average,"Amazing game, but too many bugs.",Online,6
Tomb Raider (2013),36.4,All Ages,46.41,PC,Yes,Epic Games,Take-Two Interactive,2011,Strategy,No,37.5,Low,Good,Average,"Amazing game, but the gameplay is amazing.",Online,2
Street Fighter V,34.7,Adults,56.71,PC,No,Epic Games,Activision,2020,Party,Yes,27.5,Ultra,Average,Average,"Amazing game, but too many bugs.",Online,10
Animal Crossing: New Horizons,36.9,All Ages,56.3,Nintendo Switch,No,Rockstar Games,Epic Games,2023,Adventure,No,27.6,Ultra,Excellent,Good,"Amazing game, but the graphics could be better.",Offline,1
Hades,26.8,All Ages,39.43,Mobile,Yes,Game Freak,Nintendo,2021,Action,Yes,27.2,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Offline,4
The Elder Scrolls V: Skyrim,33.9,Kids,59.58,PlayStation,No,Bungie,Innersloth,2017,Action,No,9.3,Medium,Excellent,Poor,"Great game, but the graphics could be better.",Online,6
The Legend of Zelda: Breath of the Wild,15.2,Kids,23.83,PlayStation,No,Game Freak,Capcom,2017,Shooter,No,9.4,Medium,Poor,Poor,"Great game, but the graphics could be better.",Offline,3
Half-Life: Alyx,26,Kids,43.38,Nintendo Switch,Yes,Rockstar Games,Epic Games,2016,Fighting,No,12.3,Ultra,Poor,Poor,"Great game, but the gameplay is amazing.",Offline,5
League of Legends,38.6,All Ages,56.34,PlayStation,No,Game Freak,Epic Games,2011,RPG,No,29.4,High,Poor,Good,"Solid game, but too many bugs.",Online,3
FIFA 24,26.1,Teens,28.25,PC,No,EA Sports,Electronic Arts,2017,Sports,Yes,38.9,Medium,Good,Good,"Disappointing game, but too many bugs.",Offline,5
Fortnite,28.7,Teens,21.99,Xbox,Yes,EA Sports,Activision,2015,Puzzle,Yes,59.3,Low,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,3
Overwatch 2,22.7,Adults,43.51,PlayStation,Yes,EA Sports,Nintendo,2017,Adventure,Yes,8.9,Ultra,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,2
Tetris,44.7,Adults,59.21,Nintendo Switch,Yes,Nintendo,Square Enix,2022,Action,Yes,44.2,Low,Average,Average,"Solid game, but too many bugs.",Online,3
Bioshock Infinite,32.2,Kids,31.02,Xbox,Yes,Epic Games,Valve,2018,RPG,Yes,52.3,Ultra,Poor,Poor,"Solid game, but the gameplay is amazing.",Offline,5
Bioshock Infinite,41.9,Adults,48.05,Xbox,Yes,Capcom,Square Enix,2010,Puzzle,Yes,59.7,Low,Excellent,Good,"Solid game, but too many bugs.",Online,1
Mario Kart 8 Deluxe,26,All Ages,37.71,Mobile,Yes,Valve,Capcom,2016,Simulation,Yes,29.2,Ultra,Average,Average,"Amazing game, but too many bugs.",Online,7
Super Smash Bros. Ultimate,35.4,Teens,42.88,Xbox,No,Valve,Activision,2019,Simulation,Yes,42.3,High,Good,Average,"Great game, but the graphics could be better.",Online,4
Call of Duty: Modern Warfare 2,28.8,Adults,47.24,Mobile,No,Valve,Electronic Arts,2019,Simulation,No,21.5,High,Poor,Good,"Amazing game, but the gameplay is amazing.",Offline,7
Pillars of Eternity II: Deadfire,30.6,Kids,40.93,Xbox,Yes,Game Freak,Capcom,2015,RPG,Yes,28.4,Ultra,Poor,Average,"Amazing game, but too many bugs.",Online,3
Sid Meier’s Civilization VI,33.5,Kids,43.48,PlayStation,No,Innersloth,Activision,2016,Puzzle,No,44,Medium,Poor,Good,"Solid game, but the gameplay is amazing.",Online,5
Fortnite,22.3,Adults,32.96,PC,No,EA Sports,Valve,2014,Simulation,Yes,18.5,High,Good,Poor,"Amazing game, but the graphics could be better.",Online,3
Super Smash Bros. Ultimate,24.8,All Ages,43.93,Mobile,No,CD Projekt Red,Activision,2015,Party,No,9.2,High,Poor,Poor,"Solid game, but too many bugs.",Offline,8
FIFA 24,22.4,Adults,27.19,Mobile,No,Valve,Innersloth,2023,Shooter,Yes,27,High,Average,Good,"Solid game, but the graphics could be better.",Online,3
Sid Meier’s Civilization VI,36.4,Kids,58.45,PC,Yes,Rockstar Games,Square Enix,2017,Action,No,21.6,High,Poor,Average,"Solid game, but too many bugs.",Online,4
1000-Piece Puzzle,35.9,Kids,43.44,Nintendo Switch,No,Bungie,Epic Games,2015,Adventure,No,40.7,Medium,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Offline,5
Halo Infinite,22.9,Kids,38.53,Mobile,Yes,Bungie,Nintendo,2018,Shooter,Yes,8.4,Low,Average,Poor,"Disappointing game, but the gameplay is amazing.",Offline,1
The Legend of Zelda: Breath of the Wild,21.1,Kids,22.42,Nintendo Switch,No,Epic Games,Square Enix,2016,Adventure,Yes,36.2,Low,Excellent,Good,"Disappointing game, but the graphics could be better.",Offline,1
Tomb Raider (2013),14.3,All Ages,23.73,Mobile,No,Valve,Nintendo,2010,Shooter,Yes,10.2,Ultra,Excellent,Good,"Great game, but the graphics could be better.",Offline,10
Minecraft,32.8,All Ages,44.24,PC,No,Rockstar Games,Nintendo,2013,Strategy,Yes,41.5,Ultra,Poor,Average,"Disappointing game, but the graphics could be better.",Online,10
Grand Theft Auto V,22.4,Kids,23.49,Xbox,Yes,Capcom,Electronic Arts,2017,Action,Yes,38.5,Low,Excellent,Good,"Solid game, but too many bugs.",Offline,4
Stardew Valley,31,All Ages,31.03,PlayStation,No,Epic Games,Epic Games,2016,Action,Yes,50.3,Ultra,Good,Good,"Disappointing game, but the gameplay is amazing.",Online,8
The Elder Scrolls V: Skyrim,36.4,Teens,55.71,Nintendo Switch,No,Nintendo,Square Enix,2015,Puzzle,Yes,25.3,High,Average,Average,"Amazing game, but too many bugs.",Offline,8
Counter-Strike: Global Offensive,23.2,Teens,30.39,Xbox,No,Capcom,Valve,2022,Strategy,No,23,Medium,Average,Poor,"Solid game, but too many bugs.",Offline,8
The Sims 4,29.3,Teens,26.91,PlayStation,No,Innersloth,Nintendo,2013,Strategy,Yes,50.3,Low,Poor,Excellent,"Solid game, but too many bugs.",Online,3
The Elder Scrolls V: Skyrim,27.3,Kids,50.45,Mobile,Yes,CD Projekt Red,Electronic Arts,2020,Puzzle,Yes,8.6,Low,Excellent,Good,"Solid game, but the graphics could be better.",Online,5
Rocket League,19.8,All Ages,29.32,Mobile,No,Game Freak,Electronic Arts,2020,Simulation,Yes,14.4,High,Average,Good,"Great game, but the graphics could be better.",Offline,5
Stardew Valley,13.5,Teens,20.9,PlayStation,Yes,EA Sports,Valve,2021,Adventure,No,11.9,Medium,Average,Good,"Disappointing game, but the graphics could be better.",Online,3
Tetris,33,All Ages,26.57,Xbox,Yes,EA Sports,Epic Games,2020,Simulation,No,59.3,High,Poor,Good,"Disappointing game, but too many bugs.",Offline,7
Ghost of Tsushima,24.5,Adults,28.29,Nintendo Switch,Yes,Valve,Capcom,2016,Shooter,Yes,35.3,Medium,Average,Good,"Disappointing game, but too many bugs.",Offline,10
